Date,Precipitacion,Temperatura_Minima,Temperatura_Maxima,Int._del_Viento
2023-11-24,"0,5","15,6",29,"5,1"
2023-11-25,0,"14,5",34,"4,6"
2023-11-26,0,"19,1","36,4","4,7"
2023-11-27,0,"22,4","36,6","4,5"
2023-11-28,0,"22,2","33,9","7,5"
2023-11-29,"1,9",16,23,"6,5"
2023-11-30,0,"13,4","31,8",4
2023-12-01,"4,3","18,2","27,4","4,1"
2023-12-02,0,"9,6","27,2","6,4"
2023-12-03,"0,1","11,7","19,6","4,4"
2023-12-04,0,"13,2","23,8","6,4"
2023-12-05,"0,1","14,4","25,9","5,5"
2023-12-06,"3,9","14,1","29,3","4,6"
2023-12-07,0,"12,2","30,9","4,5"
2023-12-08,0,"16,7","34,7","6,5"
2023-12-09,"19,8","14,9","24,6","7,7"
2023-12-10,0,"12,2","32,3","4,8"
2023-12-11,0,"20,4","36,5","4,6"
2023-12-12,"0,1","18,4","36,1","6,3"
2023-12-13,"0,8","16,5","28,4","4,3"
2023-12-14,"2,2","20,2","36,5",9
2023-12-15,17,"17,1","32,2",7
2023-12-16,7,"23,1","41,8","5,6"
2023-12-17,0,"19,1","24,1",5
2023-12-18,0,"13,6","19,8","4,7"
2023-12-19,"10,8","11,5","14,8","5,4"
2023-12-20,"1,8","14,5","19,4","4,1"
2023-12-21,"0,1","14,9","28,4",5
2023-12-22,"18,3","17,4","33,4","4,9"
2023-12-23,20,"17,1","28,5","4,6"
2023-12-24,"19,3","17,6","32,9","4,9"
2023-12-25,0,"15,6","27,8","3,7"
2023-12-26,0,"15,1","31,8","5,4"
2023-12-27,0,"19,7","35,2","4,9"
2023-12-28,1,"20,5",32,"6,4"
2023-12-29,0,"15,1","30,2","6,1"
2023-12-30,0,"16,7","29,1","5,8"
2023-12-31,1,"17,2","28,8","9,4"
2024-01-01,"0,1","12,7","31,7","3,6"
2024-01-02,0,"14,7","31,4",4
2024-01-03,"24,7","14,6","33,2",5
2024-01-04,42,"16,4","33,2","3,6"
2024-01-05,"35,2",18,"32,2","5,7"
2024-01-06,"43,1","18,1",27,"5,6"
2024-01-07,0,"18,4",29,"5,8"
2024-01-08,"2,2","17,8","28,8",5
2024-01-09,"27,3","17,9","28,3","3,8"
2024-01-10,"39,9","15,2","28,8",6
2024-01-11,"0,1","13,9","25,1","5,1"
2024-01-12,"14,5","17,3","31,2","5,7"
2024-01-13,6,"18,6","29,1","4,8"
2024-01-14,"0,1","15,8","27,7","4,6"
2024-01-15,0,13,"32,1","3,4"
2024-01-16,"15,8","15,9","24,2","7,2"
2024-01-17,"0,1","13,2","30,3","4,8"
2024-01-18,0,"16,8","29,2","5,6"
2024-01-19,0,14,"28,5",5
2024-01-20,"0,3","18,1","29,5","6,3"
2024-01-21,0,"17,7","30,6",4
2024-01-22,0,"16,2","30,7",5
2024-01-23,0,"15,3",32,"4,6"
2024-01-24,0,14,"34,1","3,8"
2024-01-25,0,"14,7","34,8","4,9"
2024-01-26,0,"18,6","34,8","4,7"
2024-01-27,0,"18,7","34,7","5,3"
2024-01-28,0,"15,8","35,7","5,2"
2024-01-29,0,"18,7","35,3","4,1"
2024-01-30,"6,2",19,"38,2",7
2024-01-31,"6,3","18,7","34,8","4,7"
2024-02-01,0,"18,8","37,3","4,7"
2024-02-02,0,"21,6","38,7","4,6"
2024-02-03,0,"20,3","31,2","5,9"
2024-02-04,"67,9","13,2","23,3",5
2024-02-05,"0,1","16,1","33,8","3,8"
2024-02-06,0,"23,2",37,"3,8"
2024-02-07,0,"21,4","37,4","4,9"
2024-02-08,"22,5","19,6","28,4",6
2024-02-09,"0,8",19,25,"3,8"
2024-02-10,0,"19,6","29,2","4,5"
2024-02-11,"7,4","20,7","32,5","3,4"
2024-02-12,"37,1","16,7","25,5","6,4"
2024-02-13,0,"12,6","22,8","5,3"
2024-02-14,0,"10,7","29,2","5,4"
2024-02-15,0,"14,1",31,"4,4"
2024-02-16,0,"14,9","32,6",5
2024-02-17,0,"16,4","31,9",4
2024-02-18,0,"19,4","28,7",4
2024-02-19,0,15,"31,5","4,1"
2024-02-20,0,"13,6","32,7","4,6"
2024-02-21,0,"15,8","35,1","2,7"
2024-02-22,"0,1","17,6","26,6","7,4"
2024-02-23,0,"14,5","26,7","3,7"
2024-02-24,"3,2","12,8","26,9","5,7"
2024-02-25,0,"14,4","28,1","5,3"
2024-02-26,0,"18,4","28,5","3,7"
2024-02-27,0,"14,8","30,8","4,7"
2024-02-28,0,"16,9","33,4","3,9"
2024-02-29,"11,7","21,4","28,1","4,7"
2024-03-01,0,"20,1","34,9","3,9"
2024-03-02,0,"20,3","27,5","4,8"
2024-03-03,0,"11,6","26,5","5,4"
2024-03-04,0,"11,2","28,6","3,9"
2024-03-05,0,"10,9","29,1","4,5"
2024-03-06,0,"16,8",33,"4,8"
2024-03-07,0,"16,5","32,8","4,2"
2024-03-08,"17,1","20,5","32,7","4,8"
2024-03-09,"0,2","19,5","26,4","4,8"
2024-03-10,0,"18,5","30,8","5,2"
2024-03-11,0,"21,9","32,6","4,8"
2024-03-12,"8,9","19,5","31,8","5,7"
2024-03-13,"0,1","17,7","26,1","3,4"
2024-03-14,"0,5","17,8","22,7","4,4"
2024-03-15,"0,2","15,2","19,9","2,6"
2024-03-16,"0,8","19,2","21,9","3,6"
2024-03-17,"0,1","17,5","31,4","2,6"
2024-03-18,0,"19,8","23,4","3,5"
2024-03-19,0,"18,8","34,8","2,6"
2024-03-20,"9,8","15,7","33,6","9,1"
2024-03-21,0,"5,8","23,3",4
2024-03-22,0,"9,1","30,1","4,1"
2024-03-23,0,"15,9","32,6","5,3"
2024-03-24,0,"11,9","29,2","3,7"
2024-03-25,0,"12,2","32,1","4,3"
2024-03-26,0,"19,2","33,7","4,9"
2024-03-27,"21,3","17,4","30,4","3,3"
2024-03-28,0,"15,8","29,1","2,9"
2024-03-29,0,"19,9","34,7",4
2024-03-30,0,"16,3","28,1","3,7"
2024-03-31,0,"12,8","22,1","4,7"
2024-04-01,0,13,"22,1","6,4"
2024-04-02,0,"8,9",29,"4,2"
2024-04-03,0,"12,3","23,9","5,6"
2024-04-04,0,"7,8","30,8","3,5"
2024-04-05,0,"11,8",32,"3,8"
2024-04-06,0,"12,9","29,3",5
2024-04-07,0,"9,9","31,3","3,8"
2024-04-08,"0,9","13,1",33,"2,7"
2024-04-09,0,"12,4","22,5","4,1"
2024-04-10,"6,1","7,2","14,6",5
2024-04-11,5,"6,6","12,3","4,3"
2024-04-12,"6,9","9,5","13,1",4
2024-04-13,"21,9","11,5","13,4",5
2024-04-14,"3,8","10,1","13,7","4,4"
2024-04-15,"5,8","10,5","15,1","5,8"
2024-04-16,"0,8",0,"23,8","4,3"
2024-04-17,0,"6,2","28,2","3,9"
2024-04-18,0,"6,8","30,1","2,4"
2024-04-19,0,"17,8","30,9","4,5"
2024-04-20,0,"9,2","26,2","3,7"
2024-04-21,0,"8,9","19,5","3,7"
2024-04-22,"0,2","11,3","15,1","3,4"
2024-04-23,"0,2","8,8","19,5","3,3"
2024-04-24,0,8,"20,9","3,4"
2024-04-25,0,"12,1","21,4","3,1"
2024-04-26,0,"12,6","23,8","4,1"
2024-04-27,0,"6,8","15,9","5,2"
2024-04-28,0,"3,9","22,5","2,7"
2024-04-29,0,"6,6","29,6",3
2024-04-30,0,"6,8","19,3","3,5"
2024-05-01,0,"6,1","13,7","4,2"
2024-05-02,0,"0,3","15,4","4,8"
2024-05-03,0,"-0,1","19,4","3,6"
2024-05-04,0,"2,8","24,2","2,3"
2024-05-05,0,5,"22,5","4,8"
2024-05-06,"0,1","11,3","15,4","3,2"
2024-05-07,"0,3","11,4","21,3","3,6"
2024-05-08,"22,1","0,5","13,9","6,8"
2024-05-09,0,"-2,3","20,9","5,3"
2024-05-10,0,"0,1","18,1","4,1"
2024-05-11,0,"-1,6","14,6","3,2"
2024-05-12,0,"-0,7","8,1","2,5"
2024-05-13,"0,1","-2,4","11,6",3
2024-05-14,0,"-2,8","15,5",2
2024-05-15,0,2,16,"2,9"
2024-05-16,0,1,"16,7","2,7"
2024-05-17,0,"-2,7","12,2","2,4"
2024-05-18,0,"3,1","12,7","3,3"
2024-05-19,0,"0,2","19,2","2,5"
2024-05-20,0,"1,2","19,8","6,4"
2024-05-21,0,1,"12,5","2,6"
2024-05-22,0,"-1,6","11,4","3,1"
2024-05-23,"7,6",4,"8,6","5,2"
2024-05-24,"0,5","4,2","7,3","2,7"
2024-05-25,0,"3,3","9,9","4,1"
2024-05-26,0,"0,7","6,5","1,3"
2024-05-27,"0,1","-2,2","12,7","2,3"
2024-05-28,0,"-2,6","17,4","4,7"
2024-05-29,0,"2,2","21,6","3,1"
2024-05-30,0,"2,2","18,1","2,9"
2024-05-31,0,"1,2","20,9","4,2"
2024-06-01,0,"4,3","19,6","3,9"
2024-06-02,0,"0,6","10,5","4,8"
2024-06-03,0,"-3,7","13,3","4,5"
2024-06-04,0,"4,4","14,6","3,3"
2024-06-05,0,"-0,2",19,"1,8"
2024-06-06,0,"4,9","21,8","2,9"
2024-06-07,0,"4,8","19,5","2,6"
2024-06-08,"0,1","9,5","26,1","4,9"
2024-06-09,"0,1","10,2","20,1","3,3"
2024-06-10,0,"11,6","21,6","5,7"
2024-06-11,0,"4,6",24,"3,8"
2024-06-12,0,"7,3","22,7","2,9"
2024-06-13,"0,1","9,4","20,8","5,6"
2024-06-14,0,"7,6","17,4","3,3"
2024-06-15,0,"0,1","20,6","4,1"
2024-06-16,0,"6,8","21,6","2,3"
2024-06-17,0,"1,9","21,3","4,7"
2024-06-18,0,"4,9","19,8","3,6"
2024-06-19,0,"5,1","14,6","5,2"
2024-06-20,0,"6,7","21,4",6
2024-06-21,0,"1,4","18,8","3,8"
2024-06-22,"0,9","5,8","13,4","6,8"
2024-06-23,"0,5","-2,4","11,4","4,8"
2024-06-24,0,"-2,6","7,4","3,9"
2024-06-25,0,-1,"8,4","3,6"
2024-06-26,0,"-1,1","18,4","5,1"
2024-06-27,0,10,"26,4","5,9"
2024-06-28,0,-2,"11,7","5,6"
2024-06-29,0,"-4,9","14,2","2,9"
2024-06-30,0,"2,3","22,1",5
2024-07-01,0,-1,"18,2","2,9"
2024-07-02,0,0,24,"3,5"
2024-07-03,0,"0,1","12,5","4,5"
2024-07-04,0,"-3,8","10,5","3,9"
2024-07-05,0,"-7,3",11,"3,1"
2024-07-06,0,"-2,3","10,7","2,9"
2024-07-07,0,"-6,5","9,5","4,1"
2024-07-08,0,-8,"12,8","3,5"
2024-07-09,0,"-6,2","9,9","4,3"
2024-07-10,0,0,"10,1","3,3"
2024-07-11,0,"-3,1","9,9","4,6"
2024-07-12,0,"-6,1","13,1","2,6"
2024-07-13,0,"-6,4","16,5","3,2"
2024-07-14,0,"-6,4","17,4",3
2024-07-15,0,"-6,6","20,5","5,6"
2024-07-16,0,0,"16,8","4,5"
2024-07-17,0,"-2,8","22,1","3,3"
2024-07-18,0,"-1,7","20,2","3,8"
2024-07-19,0,"-0,8","6,8",3
2024-07-20,0,"4,1","10,2","3,6"
2024-07-21,"0,1",0,"10,1","2,9"
2024-07-22,0,0,"21,3",3
2024-07-23,0,"2,2","23,7","3,9"
2024-07-24,0,4,"23,9","3,9"
2024-07-25,0,"2,8","24,1","5,1"
2024-07-26,0,"-0,3","17,1","2,9"
2024-07-27,0,"-2,5",17,"4,3"
2024-07-28,0,"-2,2","13,5","5,6"
2024-07-29,0,"-3,5","19,7","4,9"
2024-07-30,0,4,"19,8","6,4"
2024-07-31,0,"1,8","21,8","5,1"
2024-08-01,0,"4,9","21,2","3,4"
2024-08-02,"0,1","7,7","24,4","7,7"
2024-08-03,"3,8","6,8","17,9","5,3"
2024-08-04,0,"-0,5","23,3","5,5"
2024-08-05,0,"6,6","24,6","4,2"
2024-08-06,0,"0,2","10,3","7,8"
2024-08-07,0,"-2,5","11,9","8,4"
2024-08-08,0,"-1,6","9,9","6,6"
2024-08-09,0,"-3,4","19,7","3,5"
2024-08-10,0,"3,6","24,2","5,1"
2024-08-11,0,-2,"15,2","6,1"
2024-08-12,0,"-2,5","23,2","3,2"
2024-08-13,0,"6,1","25,3","5,8"
2024-08-14,0,"2,8","25,6",4
2024-08-15,0,"1,9","19,1","3,6"
2024-08-16,0,"0,3","8,4","3,5"
2024-08-17,0,"0,9","15,2","3,4"
2024-08-18,0,"0,4","10,1","3,4"
2024-08-19,"1,8","6,4","7,8","3,8"
2024-08-20,"0,4","5,3","6,8","4,1"
2024-08-21,"0,4","2,9","5,3","4,2"
2024-08-22,"0,3","1,9","9,6","2,8"
2024-08-23,0,"-4,5","10,3","4,5"
2024-08-24,0,"-1,8","12,4","7,4"
2024-08-25,0,"-5,4","18,9","4,7"
2024-08-26,0,"2,9","19,6","2,9"
2024-08-27,0,"1,7","21,9","5,1"
2024-08-28,0,"4,5","22,9","4,3"
2024-08-29,0,"1,9","20,4","5,7"
2024-08-30,"14,9","1,8","11,8","3,7"
2024-08-31,"2,1","2,8","10,4","3,3"
2024-09-01,"0,1","1,7","25,5","4,4"
2024-09-02,0,"12,1","24,1","6,3"
2024-09-03,0,"0,5",15,"4,7"
2024-09-04,0,"-0,5","19,3","3,4"
2024-09-05,0,"-1,6","25,9",7
2024-09-06,0,"4,5","21,4","5,2"
2024-09-07,0,"0,7","25,9","8,1"
2024-09-08,0,"1,8","25,8","3,3"
2024-09-09,0,"9,7","27,5",3
2024-09-10,0,0,"24,8","7,3"
2024-09-11,0,4,"19,7","3,6"
2024-09-12,0,0,"25,2","4,2"
2024-09-13,0,5,"21,5","7,2"
2024-09-14,0,"-0,1","23,5","4,8"
2024-09-15,0,"8,4","25,8","5,4"
2024-09-16,0,"4,8","28,1","4,5"
2024-09-17,0,"9,2","25,1","3,2"
2024-09-18,0,"6,3",33,"4,9"
2024-09-19,0,"11,8","26,6","7,4"
2024-09-20,0,"3,2","24,1","7,1"
2024-09-21,0,"10,7","34,8","7,9"
2024-09-22,0,"11,3","24,5","4,6"
2024-09-23,0,"7,8","25,5","7,8"
2024-09-24,0,"10,6","24,8","4,8"
2024-09-25,0,"4,2",18,"7,9"
2024-09-26,0,"-1,6","21,1","3,6"
2024-09-27,0,"6,6","29,5","6,6"
2024-09-28,0,"10,9","30,1","4,5"
2024-09-29,0,"8,1","36,3","4,3"
2024-09-30,0,"14,5",33,"6,2"
2024-10-01,0,"11,7","21,1","4,9"
2024-10-02,0,"3,1","18,4","3,7"
2024-10-03,0,"2,7","27,3","3,1"
2024-10-04,0,"10,1",31,"5,3"
2024-10-05,0,"8,6","32,6",4
2024-10-06,0,"18,8","31,7","6,6"
2024-10-07,"11,1","12,5","19,8","5,4"
2024-10-08,"2,7","12,2","18,1","5,4"
2024-10-09,"0,5","12,2","15,3","5,9"
2024-10-10,0,"9,9","26,7","3,3"
2024-10-11,"0,2","12,8","26,8","4,5"
2024-10-12,"3,3","12,2","19,3",5
2024-10-13,13,"12,6",18,6
2024-10-14,0,"12,8","23,9","4,8"
2024-10-15,"0,3",15,"19,8","3,9"
2024-10-16,0,"14,5","32,3","4,4"
2024-10-17,0,"14,9","23,9","6,4"
2024-10-18,0,"11,6","30,9",5
2024-10-19,0,"19,7","35,2","4,6"
2024-10-20,0,"20,4","36,2","8,4"
2024-10-21,0,"15,8","27,2","4,6"
2024-10-22,"33,5","13,5","17,9","3,3"
2024-10-23,12,"13,6","17,6","5,3"
2024-10-24,"0,7","11,8","25,4","6,5"
2024-10-25,"0,2","6,6","19,7","6,8"
2024-10-26,0,"4,9","25,8","3,4"
2024-10-27,0,"8,5","30,9","4,3"
2024-10-28,0,"19,7","33,2","4,1"
2024-10-29,0,"15,5","35,6","3,2"
2024-10-30,0,"18,1","35,2","4,9"
2024-10-31,0,"15,7","32,9","4,2"
2024-11-01,0,"13,2","35,2","6,1"
2024-11-02,"0,1","15,1","23,5",5
2024-11-03,0,14,"27,7","4,7"
2024-11-04,"0,3","13,3","23,9","5,3"
2024-11-05,0,"13,4",29,"4,3"
2024-11-06,0,0,"17,1",7
2024-11-07,0,"10,1","25,3","5,5"
2024-11-08,0,0,"21,8","3,3"
2024-11-09,0,0,"34,7","5,4"
2024-11-10,0,0,"13,1",9
2024-11-11,0,"5,4","22,9","5,1"
2024-11-12,0,"5,5","28,5","3,5"
2024-11-13,0,"8,9","32,9","4,2"
2024-11-14,0,0,"35,2","2,5"
2024-11-15,0,25,38,"6,5"
2024-11-16,0,"15,1","24,7","8,2"
2024-11-17,"4,8","10,4","14,2","3,4"
2024-11-18,0,"11,2","23,1","5,5"
2024-11-19,"0,8",0,"19,1","6,3"
2024-11-20,"0,1","11,3","29,5","7,7"
2024-11-21,0,"13,6","27,7","4,6"
2024-11-22,0,"14,7","32,5","4,8"
2024-11-23,0,"18,2","34,2","4,4"
2024-11-24,"2,6","17,8","33,7","8,2"
2024-11-25,"0,2","15,1","26,2","4,3"
2024-11-26,0,"16,7","26,3",5
2024-11-27,"29,2","12,8","24,3","6,1"
2024-11-28,0,"17,1","23,6","5,4"
2024-11-29,"0,4",12,"23,4",4
2024-11-30,0,"15,9","22,4","3,7"
2024-12-01,"11,7","14,8","24,3","5,8"
2024-12-02,0,"9,2","24,3","3,2"
2024-12-03,0,"10,3","27,7","5,5"
2024-12-04,0,"19,8","30,1","5,8"
2024-12-05,0,"14,5","31,7","5,8"
2024-12-06,"0,9","13,5","25,2","4,5"
2024-12-07,0,"10,8","20,9","4,9"
2024-12-08,0,"12,1","26,7","3,7"
2024-12-09,0,"14,4","30,3","4,3"
2024-12-10,0,"13,4","34,6","4,2"
2024-12-11,0,18,"34,5","5,2"
2024-12-12,8,"12,8","30,4","9,4"
2024-12-13,"0,2",9,"28,8","3,4"
2024-12-14,0,"12,3","32,7",3
2024-12-15,0,"14,4","32,2","4,5"
2024-12-16,0,"18,5",32,"5,6"
2024-12-17,"0,2",18,"33,4","5,8"
2024-12-18,"13,3","15,4","26,5","7,5"
2024-12-19,0,"15,3","32,9",3
2024-12-20,"0,5","17,6","25,6","4,5"
2024-12-21,"1,1","14,7","27,1","4,4"
2024-12-22,0,"12,7","33,5","3,6"
2024-12-23,0,"18,3","33,7","5,2"
2024-12-24,0,"14,5","27,9","3,6"
2024-12-25,0,10,30,"3,3"
2024-12-26,0,"9,2","30,3","4,2"
2024-12-27,0,"10,5","32,3",5
2024-12-28,0,"15,6","33,2","5,4"
2024-12-29,"22,5","16,2","33,9","8,8"
2024-12-30,"1,3","16,1","30,6","6,6"
2024-12-31,"2,7","17,1","29,2","6,9"
2025-01-01,0,"14,5","29,8","2,4"
2025-01-02,0,"16,8","31,1","2,6"
2025-01-03,0,12,"33,9","3,8"
2025-01-04,0,18,37,9
2025-01-05,0,"19,5",32,"5,9"
2025-01-06,0,0,35,13
2025-01-07,0,"15,7","33,3","3,7"
2025-01-08,0,"19,1","31,2","8,5"
2025-01-09,0,"19,8","32,1","3,6"
2025-01-10,0,"17,3","29,7","4,1"
2025-01-11,0,"15,5","31,7","3,7"
2025-01-12,0,"16,7","35,7","3,4"
2025-01-13,0,"18,2","35,6","3,7"
2025-01-14,0,"18,4","36,4","3,3"
2025-01-15,0,"19,7",38,"4,8"
2025-01-16,0,"20,1","28,8","4,8"
2025-01-17,0,"18,5","31,8","6,3"
2025-01-18,7,0,"27,8",4
2025-01-19,0,0,"26,2",4
2025-01-20,0,"11,5","29,3","3,8"
2025-01-21,0,"12,3","34,2","3,5"
2025-01-22,0,"16,1",36,"3,9"
2025-01-23,0,"18,6","34,9","3,5"
2025-01-24,0,0,"23,7","3,9"
2025-01-25,0,0,0,0
2025-01-26,0,0,0,0
2025-01-27,0,0,0,0
2025-01-28,0,0,"31,8","4,8"
2025-01-29,0,"14,8",35,"4,4"
2025-01-30,0,"15,6","35,4","4,7"
2025-01-31,0,"20,7","37,1","4,9"
2025-02-01,0,"19,1","36,5","4,6"
2025-02-02,0,"21,7","38,7","4,5"
2025-02-03,0,0,"30,3","4,3"
2025-02-04,"0,3","20,6","25,9","4,3"
2025-02-05,"0,9","19,3","28,3","4,1"
2025-02-06,0,"11,8","37,5","5,4"
2025-02-07,0,"18,6","39,3","4,3"
2025-02-08,"36,2","19,1","38,8","5,4"
2025-02-09,"0,1","19,4","35,9","4,8"
2025-02-10,0,"25,4","40,5","5,9"
2025-02-11,"13,2","15,6","28,1","4,9"
2025-02-12,"0,1",17,"25,2","6,8"
2025-02-13,0,17,"29,4","5,1"
2025-02-14,0,"21,3","32,3","4,8"
2025-02-15,"4,8","19,2",22,"3,8"
2025-02-16,"0,3","16,1","31,8","4,1"
2025-02-17,0,"11,6","30,3","3,6"
2025-02-18,0,"12,1","29,4","2,8"
2025-02-19,0,"22,6",34,"4,2"
2025-02-20,0,19,"34,8","3,6"
2025-02-21,0,"21,1","36,6","4,5"
2025-02-22,0,"22,6","39,1","4,2"
2025-02-23,0,"24,1","39,4","3,2"
2025-02-24,"3,2","20,6","27,8","6,4"
2025-02-25,"0,8","20,7","29,9","4,5"
2025-02-26,"0,6","21,4","28,2",5
2025-02-27,"0,6",21,"33,4","3,5"
2025-02-28,"16,9","17,4","27,9","7,3"
2025-03-01,"0,2","15,8","26,1","4,1"
2025-03-02,"34,9","20,5","30,1","4,6"
2025-03-03,"0,1","19,5",29,"4,4"
2025-03-04,"0,9","19,7","27,6","5,7"
2025-03-05,0,20,36,"4,6"
2025-03-06,"4,6","19,5","30,2","5,8"
2025-03-07,"50,9","19,7","33,3","5,4"
2025-03-08,0,"14,2","21,5","5,3"
2025-03-09,0,"14,1","19,6","4,5"
2025-03-10,0,"15,4","29,4",5
2025-03-11,0,"12,5","18,3","4,5"
2025-03-12,"2,2","10,1","15,8","4,1"
2025-03-13,0,"7,7","23,6",5
2025-03-14,0,"9,9","25,4","3,6"
2025-03-15,0,"15,3","23,5","3,2"
2025-03-16,0,"14,2","29,4",3
2025-03-17,0,"15,3","31,3","2,7"
2025-03-18,0,"15,9","31,6","3,5"
2025-03-19,0,"16,5","33,9","5,2"
2025-03-20,0,"15,3","32,9","3,7"
2025-03-21,0,"17,1","30,8","3,5"
2025-03-22,"13,5","14,5",29,"6,8"
2025-03-23,"11,1","10,7","16,2","5,2"
2025-03-24,"31,7","9,3","14,8","3,1"
2025-03-25,"3,9","13,9",18,"3,2"
2025-03-26,"2,7","14,7","21,5","2,2"
2025-03-27,"1,7",13,"26,4","4,2"
2025-03-28,"0,2","15,9","23,8","2,8"
2025-03-29,0,"14,8","29,5","4,6"
2025-03-30,"0,1","13,4","28,8","8,4"
2025-03-31,0,"5,4","19,5","3,7"
2025-04-01,0,"1,8","24,1","3,1"
2025-04-02,0,"6,9","26,2",3
2025-04-03,0,"5,1","20,8",5
2025-04-04,0,"3,6","15,8","4,7"
2025-04-05,0,"6,5","23,9","3,7"
2025-04-06,"0,1","6,6","16,1","2,3"
2025-04-07,0,"6,5","20,2","4,6"
2025-04-08,0,"7,7","19,5","4,3"
2025-04-09,"0,1","8,9","25,1",5
2025-04-10,0,"7,4","26,6","4,1"
2025-04-11,0,"10,3","23,8","5,3"
2025-04-12,"1,4","5,7","20,4","1,9"
2025-04-13,0,"3,6","24,3","4,2"
2025-04-14,0,"13,6","26,1","4,5"
2025-04-15,0,"10,7","18,4","3,3"
2025-04-16,0,"10,5","26,8","4,5"
2025-04-17,0,"13,1","20,5",4
2025-04-18,0,"12,7",17,"3,3"
2025-04-19,0,"9,1","16,8","4,8"
2025-04-20,0,"11,8","23,1","2,6"
2025-04-21,0,"11,7","23,8",4
2025-04-22,0,"9,1","25,9","4,7"
2025-04-23,0,"10,4","24,5","3,7"
2025-04-24,"1,4",14,"25,9","3,8"
2025-04-25,0,"13,6","27,2","3,3"
2025-04-26,0,"6,7","17,4","4,9"
2025-04-27,0,0,"23,9","2,6"
2025-04-28,0,0,"26,9","2,2"
2025-04-29,0,"6,4","28,1","2,8"
2025-04-30,0,"7,8","27,1","4,7"
2025-05-01,0,"10,6","28,1",4
2025-05-02,0,"7,2","24,3",3
2025-05-03,0,"8,9","28,3","4,8"
2025-05-04,0,"9,9","23,1","4,1"
2025-05-05,0,"10,5","15,9","3,3"
2025-05-06,"0,1","11,2","27,1","4,5"
2025-05-07,"0,6","13,6","21,2","4,2"
2025-05-08,0,0,"17,5","2,7"
2025-05-09,0,0,"24,2","1,8"
2025-05-10,0,"6,5","26,1","3,5"
2025-05-11,0,7,"27,8","4,9"
2025-05-12,0,"12,2","26,9","5,3"
2025-05-13,0,"7,3","26,2","4,9"
2025-05-14,0,"10,2","24,2","2,3"
2025-05-15,0,"14,4","26,7","3,2"
2025-05-16,0,"16,4","25,3","2,3"
2025-05-17,"0,1","11,7","27,2","7,9"
2025-05-18,0,"8,9","15,5","5,1"
2025-05-19,0,"1,6","19,4",4
2025-05-20,0,"-1,1","21,2","5,2"
2025-05-21,0,"1,4","23,2","3,1"
2025-05-22,0,"4,9","17,7","4,1"
2025-05-23,0,"9,9","21,9","5,4"
2025-05-24,0,"7,8","22,1","2,1"
2025-05-25,0,"4,4","24,3",4
2025-05-26,"1,6","6,7","17,7","7,1"
2025-05-27,7,"-0,1","12,1","7,9"
2025-05-28,0,"-2,6","13,6","3,3"
2025-05-29,0,0,"18,6",3
2025-05-30,0,"0,7","18,7",4
2025-05-31,0,"-1,3","16,6","2,5"
2025-06-01,0,"0,4",20,"4,9"
2025-06-02,0,"0,1","18,3","2,5"
2025-06-03,0,"3,9","20,3","1,8"
2025-06-04,0,"4,4","21,1",4
2025-06-05,0,"1,3","22,9","2,5"
2025-06-06,0,"1,8","24,5","2,7"
2025-06-07,"10,8","5,3","12,4","3,2"
2025-06-08,"0,1","2,5","14,5","2,6"
2025-06-09,0,"1,4","19,8","1,8"
2025-06-10,0,"-0,4","21,7","3,8"
2025-06-11,0,"0,9","21,4","4,9"
2025-06-12,0,"5,4","21,2","6,6"
2025-06-13,0,"4,9","12,1","3,5"
2025-06-14,"0,1","2,5","14,6","2,8"
2025-06-15,0,"3,8","21,6","3,6"
2025-06-16,0,"2,1","18,3","4,7"
2025-06-17,0,"-2,3","15,7","4,9"
2025-06-18,0,"-1,4","17,1","3,3"
2025-06-19,0,2,"21,2","3,1"
2025-06-20,0,"0,4","21,8","3,6"
2025-06-21,0,"1,1","17,8","2,9"
2025-06-22,"0,4","-2,6","12,4","9,3"
2025-06-23,0,"-4,6","10,6","6,6"
2025-06-24,0,"2,2","21,4","4,5"
2025-06-25,0,"-2,5","11,3","5,3"
2025-06-26,0,"-1,5","17,3","3,1"
2025-06-27,0,"-2,2","15,3","3,4"
2025-06-28,0,-2,"8,3","5,9"
2025-06-29,0,"-6,2","4,5","3,7"
2025-06-30,0,"-9,7","8,3","2,4"
2025-07-01,0,"-7,6","12,4","3,5"
2025-07-02,0,"-4,8","13,9","2,5"
2025-07-03,0,"-2,9","17,1","2,8"
2025-07-04,0,"-0,3",18,"2,3"
2025-07-05,0,"-1,4","15,8","4,6"
2025-07-06,0,"2,9","17,8","2,5"
2025-07-07,0,"8,4","15,1","2,4"
2025-07-08,0,"0,8","23,7","4,6"
2025-07-09,"0,9","7,3","12,9","3,9"
2025-07-10,"20,4","3,6","10,7","3,5"
2025-07-11,0,"1,4","17,4","2,1"
2025-07-12,0,"3,3","20,7","3,4"
2025-07-13,0,3,"19,9","3,2"
2025-07-14,0,"1,5","22,5","4,9"
2025-07-15,"6,9","7,1","21,3","8,3"
2025-07-16,"0,6",1,"12,4","5,5"
2025-07-17,0,"0,1","21,2","4,2"
2025-07-18,0,"3,2","26,3","5,2"
2025-07-19,0,"2,8","23,3","3,3"
2025-07-20,0,"3,7","21,9","3,3"
2025-07-21,0,"0,9","19,7",3
2025-07-22,0,2,"10,6","3,9"
2025-07-23,0,"5,2","11,5","3,6"
